year,conference_ID,conference,state,team,seed,round,offense_efficiency,rank_offense_efficiency,points_above_offense_avg,rank_points_above_offense_avg,defense_efficiency,rank_defense_efficiency,points_above_defense_avg,rank_points_above_defense_avg,points_above_team_avg,rank_points_above_team_avg,games,wins,losses,win%,fieldgoal%,freethrow_fieldgoal,turnover%,turnover_forced%,rebound_offense%,rebound_defense%,opp_rebound_offense%,opp_rebound_defense%,2point%,3point%,block%,blocked%,assist%,opp_assist %,avg_height,experience,talent,freethrow%,opp_freethrow%,avg_points_possession,avg_points_nonpossession,%games_elite_team_loss,exp_win%_bubble_team,Column-45,Column-46,Column-47
3/20/21,ACC,2,Florida,Florida St.,4,16,111.363,20,116.442,10,98.9496,107,94.3726,48,22.0698,15,22,16,6,72.72727,54.4,32.7,20.2,19.6,35.7,68.6,31.4,64.3,52.1,39,14.6,7.5,51.9,49.4,79.591,1.949,53.523,73.8,74.1,1.11,0.989,27.679,2.4,,,
3/20/21,BE,8,Washington D.C,Georgetown,12,64,101.239,173,107.693,85,100.383,141,93.636,41,14.0569,55,25,13,12,52,49.6,30.3,21.7,16.2,32.4,72.7,27.3,67.6,46.1,36.6,10.4,7.8,51.7,56.3,78.144,2.018,40.505,75.4,68.7,1.012,1.002,32.752,-1.1,,,
3/20/21,ACC,2,Georgia,Georgia Tech,9,64,108.198,49,113.332,27,100.068,133,94.783,52,18.5494,32,25,17,8,68,53.9,29,15.9,22.8,24.8,70.1,29.9,75.2,54.8,34.9,9.3,7.9,57.7,54.4,76.336,2.51,51.343,72.7,70.6,1.081,1.002,29.468,1.8,,,
3/20/21,WCC,33,Washington,Gonzaga,1,2,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,26,26,0,100,61,36.7,16.1,20.3,30.4,76.6,23.4,69.6,64,36.5,7.1,6.9,53.6,44.8,78.108,1.528,80.761,72.6,70.3,1.224,0.918,24.19,8.5,,,
3/20/21,WAC,32,Colorado,Grand Canyon,15,64,106.694,66,103.554,142,92.4329,16,96.5771,74,6.97644,108,20,14,6,70,52.8,34.5,20.4,16.5,33,77.2,22.8,67,55.4,32.2,8.1,6,55.7,45.6,77.413,2.131,14.562,69.2,69.7,1.068,0.924,10.505,-2.9,,,
3/20/21,AE,3,Connecticut,Hartford,16,64,99.1816,210,97.4886,254,95.4155,46,100.22,127,-2.73095,192,23,15,8,65.21739,50.4,28.6,19,20.4,24.9,71.2,28.8,75.1,51.3,32.7,6.1,10.7,46.6,48.3,76.089,1.927,12.091,71.2,66.8,0.991,0.952,10.041,-4.9,,,
3/20/21,Amer,4,Texas,Houston,2,4,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,26,23,3,88.46154,51.3,30.7,16.3,21.6,39.4,72,28,60.6,49.9,35.5,14.5,7.3,51.4,51.6,77.106,1.843,57.911,74.3,65.2,1.157,0.884,18.87,4,,,
3/20/21,B10,6,Illinois,Illinois,1,32,112.127,18,118.957,7,95.8562,50,88.3445,5,30.6122,3,29,23,6,79.31034,55.6,39.2,18.2,16.1,33,77.8,22.2,67,55.3,37.6,7,9.5,55.5,44.3,76.996,1.627,73.109,69.1,68.5,1.124,0.956,40.223,8.8,,,
3/20/21,MAAC,16,New York,Iona,15,64,103.193,133,100.371,210,94.2201,30,101.407,161,-1.03598,181,17,12,5,70.58824,51.2,36.1,22.5,19.6,33.5,73.8,26.2,66.5,49.9,35.5,11.9,7.3,56,54.3,76.324,1.731,9.632,74.3,69.1,1.035,0.944,7.27,-3.2,,,
3/20/21,B10,6,Iowa,Iowa,2,32,117.408,4,123.496,2,101.074,158,94.5925,50,28.9031,5,29,21,8,72.41379,54.6,32,13.3,16.3,30.7,71.4,28.6,69.3,52.4,38.6,11.6,7.9,63.8,59.8,77.914,1.656,61.215,71.3,67.5,1.176,1.01,36.806,5.5,,,
3/20/21,B12,7,Kansas,Kansas,3,32,104.203,109,109.615,59,94.8304,39,88.5839,6,21.0313,22,27,19,8,70.37037,49.7,30.5,17.7,20,31.2,73.1,26.9,68.8,49.3,33.7,11.1,7.6,52.2,47,78.152,1.46,80.676,71.4,73.1,1.04,0.949,36.237,4.3,,,
3/20/21,ASun,5,Virginia,Liberty,13,64,113.773,8,110.143,52,96.5376,60,101.773,168,8.37002,97,24,19,5,79.16667,57.4,25.5,15.6,17.3,23.1,77.6,22.4,76.9,56.8,38.8,7,7.3,57.4,42.2,75.76,1.736,3.795,77.8,69.7,1.137,0.966,9.801,-1.7,,,
3/20/21,MVC,19,Illinois,Loyola Chicago,8,16,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,26,22,4,84.61538,56.3,30.7,18.5,21.6,26,79,21,74,58,35.7,6.9,8.5,59.9,45.2,76.146,2.231,11.054,73.3,70.1,1.102,0.873,16.033,1.8,,,
3/20/21,SEC,19,Louisiana,LSU,8,32,112.749,13,119.771,5,103.154,221,100.181,125,19.5899,29,27,18,9,66.66667,52.8,33.9,16.1,18.4,31.5,67.2,32.8,68.5,53,35,7.8,9.1,42.3,50.7,77.607,1.064,83.74,74.7,70.6,1.123,1.03,31.962,2.3,,,
3/20/21,B10,6,Maryland,Maryland,10,32,103.219,132,110.916,42,99.3084,116,92.1984,27,18.7175,31,28,15,13,53.57143,52.6,32.6,16.8,16.9,20.9,75.2,24.8,79.1,52.8,34.9,10.3,8.8,53.7,52.3,78.089,1.869,67.127,70.3,71.7,1.031,0.994,36.317,0.1,,,
3/20/21,B10,6,Michigan,Michigan,1,8,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,24,20,4,83.33333,54.9,28.9,16.3,15.1,29.4,75.2,24.8,70.6,53.3,38.7,10.6,7,55.5,42.5,77.889,2.078,66.856,77.8,74.9,1.122,0.962,35.087,7.1,,,
3/20/21,B10,6,Michigan,Michigan St.,11,68,99.5046,205,106.989,98,102.259,199,92.9745,32,14.0141,56,27,15,12,55.55556,47.9,31.4,18.9,15.4,30.4,73.9,26.1,69.6,47.8,32,12.2,8,64.1,54.1,77.94,1.714,82.545,72.1,71.5,0.998,1.02,38.227,1.2,,,
3/20/21,SEC,28,Missouri,Missouri,9,64,103.256,131,110.248,51,101.07,157,95.0983,58,15.15,51,25,16,9,64,50.9,37.5,18.9,18.4,28.6,70.8,29.2,71.4,52.6,32,9,11.1,51.1,44.5,77.607,2.462,50.387,69.8,71.1,1.034,1.01,33.332,2.1,,,
3/20/21,OVC,22,Kentucky,Morehead St.,14,64,100.374,187,100.165,214,94.537,36,96.2694,72,3.89559,128,28,21,7,75,51.9,36.8,22.9,18,31.3,75.1,24.9,68.7,51.8,34.7,14.3,9.1,51.3,49.8,77.307,1.69,5.5,68.3,67.9,1.005,0.945,13.166,-1.9,,,
3/20/21,NEC,21,Maryland,Mount St. Mary's,16,68,98.9687,215,95.4181,287,97.0309,65,100.428,136,-5.0102,219,22,12,10,54.54545,48.7,29.7,20.3,16.4,31.9,75.2,24.8,68.1,47.7,33.7,10.9,8.3,50.6,41.3,76.902,1.572,0.2,67.8,78.4,0.988,0.966,9.106,-7.2,,,
3/20/21,MEAC,18,Virginia,Norfolk St.,16,64,104.011,113,100.613,204,97.4792,72,104.355,219,-3.74215,200,21,14,7,66.66667,49.7,38.6,17.8,20.7,28.8,71.3,28.7,71.2,46.1,37.4,10.2,9.9,48,54.7,76.559,2.363,0.2,70.9,69.3,1.036,0.973,6.134,-5,,,
3/20/21,ACC,2,North Carolina ,North Carolina,8,64,105.059,92,110.111,53,96.582,62,90.0231,15,20.0876,28,28,18,10,64.28571,48.5,34.9,20.6,19.3,41.3,73.7,26.3,58.7,48.9,31.7,12.8,9.9,55.8,51.3,78.833,1.02,85.053,66.8,69.4,1.053,0.965,34.274,2.4,,,
3/20/21,CUSA,13,Texas,North Texas,13,32,103.916,118,105.362,119,92.9394,19,93.6646,42,11.6975,71,25,16,9,64,54,27.2,20.4,21.4,27.9,73.1,26.9,72.1,52.9,37.3,8.6,8.9,51.8,43,77.016,2.415,2.103,73.5,72.6,1.043,0.926,19.471,-2.4,,,
3/20/21,MAC,17,Ohio,Ohio,13,32,112.226,17,113.002,29,102.559,210,101.888,174,11.1142,78,22,15,7,68.18182,55.8,29.6,17,20,28.7,72.6,27.4,71.3,56.4,36.6,5.7,6.5,59.7,52.7,76.934,1.43,6.606,70.6,76.6,1.121,1.022,16.438,-2,,,
3/20/21,B10,6,Ohio,Ohio St.,2,64,113.532,10,122.274,4,104.295,244,96.8491,79,25.4253,7,30,21,9,70,53.1,37.6,15.3,15,29.1,72.6,27.4,70.9,52.1,36.5,9.5,7.8,49.5,55,77.5,1.963,71.659,76.3,70.6,1.136,1.042,39.398,6,,,
3/20/21,B12,7,Oklahoma,Oklahoma,8,32,106.109,80,111.427,36,98.5625,91,94.7836,53,16.6439,39,25,15,10,60,50.8,29.1,15.8,18.7,27.3,72.5,27.5,72.7,50.8,33.8,9.2,8.3,50,46.9,76.855,2.102,32.322,74.4,73.5,1.065,0.986,32.105,0.3,,,
3/20/21,B12,7,Oklahoma,Oklahoma St.,4,32,103.792,121,110.059,54,98.1737,84,91.2923,22,18.7671,30,28,20,8,71.42857,52.1,36.4,21.4,19.3,31.9,69.8,30.2,68.1,52.8,33.8,11.1,10.3,47.7,48.3,77.611,1.061,61.902,71.3,70.8,1.036,0.981,36.37,4.8,,,
3/20/21,Sum,30,Oklahoma,Oral Roberts,15,16,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,23,13,10,56.52174,53.6,27.8,15.7,18.2,23.2,67,33,76.8,49.7,38.8,9.6,9.4,42.6,44.3,76.849,1.496,1.124,82.6,70.2,1.091,1.066,16.652,-4.9,,,
3/20/21,P12,24,Oregon,Oregon,7,16,109.767,30,114.453,16,99.8891,129,96.7728,76,17.6799,36,26,20,6,76.92308,54.4,26.8,16.8,20.3,28.3,72.8,27.2,71.7,52.9,37.9,10.7,7.5,48.4,54.2,77.512,2.265,49.314,70.4,76.3,1.096,0.994,31.097,4.8,,,
3/20/21,P12,24,Oregon,Oregon St.,12,8,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,28,16,12,57.14286,48.7,34,17.2,18.5,29.8,70.6,29.4,70.2,46.9,34.6,9.5,7.8,59.4,52.2,78.244,2.035,34.182,76,73.2,1.043,1.045,34.218,0.4,,,
3/20/21,B10,6,Indiana,Purdue,4,64,106.055,82,113.612,23,98.8645,103,91.3407,23,22.2716,13,27,18,9,66.66667,51.4,32.2,18.7,16.9,32.2,75.9,24.1,67.8,52.1,33.5,11.2,9.7,56,60.4,78.354,1.041,60.403,71.1,67.5,1.06,0.988,36.431,3.7,,,
3/20/21,B10,6,New Jersey,Rutgers,10,32,101.449,167,108.651,75,99.1205,110,90.5084,18,18.1428,34,26,15,11,57.69231,50.2,27.7,16.4,18.9,27.4,70.7,29.3,72.6,51.9,31.1,14.1,8.2,51.6,56.1,77.908,1.953,55.802,63.2,70.4,1.016,0.991,38.152,1.7,,,
3/20/21,MWC,20,California,San Diego St.,6,64,109.872,29,110.835,44,91.4916,10,89.5391,11,21.296,20,26,22,4,84.61538,52.7,34.3,16.9,22.5,29.9,75.6,24.4,70.1,50.5,37.5,10,8.2,53.7,60.2,76.552,2.399,26.167,71.9,73.2,1.097,0.912,18.796,3.1,,,
3/20/21,A10,1,New York,St. Bonaventure,9,64,108.487,45,111.309,38,92.6373,17,90.4885,17,20.8204,25,20,16,4,80,50.5,27.8,16.9,19.5,33.6,71.6,28.4,66.4,49.3,35.4,12.4,7.8,56.8,57.6,77.32,1.928,0.359,73.4,65.1,1.08,0.924,21.02,1.9,,,
3/20/21,ACC,2,New York,Syracuse,11,16,108.366,46,113.82,22,101.139,161,97.5937,89,16.2268,41,25,16,9,64,50.7,28.4,16,20.8,30.3,66.2,33.8,69.7,50.8,33.8,14.4,8.9,56.5,68.6,78.118,1.527,64.21,78.4,74.9,1.082,1.009,28.455,0.5,,,
3/20/21,SEC,28,Tennessee,Tennessee,5,64,105.227,90,108.804,71,91.6883,13,87.7414,4,21.0624,21,26,18,8,69.23077,50.1,35.1,18.2,22.9,31.4,71.4,28.6,68.6,49.8,33.8,14.4,6.8,59.2,45.1,77.4,1.471,75.912,74.6,73.1,1.054,0.919,29.656,2.3,,,
3/20/21,B12,7,Texas,Texas,3,64,106.848,64,113.848,21,97.8468,76,93.2661,36,20.5822,26,26,19,7,73.07692,52.9,34,20.2,17.8,31.3,73.1,26.9,68.7,52.4,35.7,10.1,9.6,49.7,41.3,77.84,2.109,88.6,70.8,68.1,1.065,0.974,32.75,4.2,,,
3/20/21,SWAC,31,Texas,Texas Southern,16,64,99.7677,197,98.9834,236,95.3916,45,105.038,236,-6.05453,229,23,15,8,65.21739,48.3,38.9,21.5,19.4,32.9,73.6,26.4,67.1,51,27.7,12.4,8.1,44.2,49,77.58,2.509,13.802,70.8,69.8,0.997,0.949,12.242,-4.4,,,
3/20/21,B12,7,Texas,Texas Tech,6,32,107.923,54,112.362,33,93.8813,24,91.4155,24,20.9465,23,27,17,10,62.96296,49.7,39.3,16.3,23.8,33.8,70,30,66.2,48.7,34.6,12.6,7.2,50.9,44.8,77.012,1.42,53.387,71.1,68.3,1.081,0.938,32.227,0.9,,,
3/20/21,BW,11,California,UC Santa Barbara,12,64,109.661,31,109.242,66,94.1696,29,97.0104,82,12.2317,69,24,20,4,83.33333,53,35.5,16.5,20.8,28.2,75.5,24.5,71.8,53.4,34.8,7,6,58.1,44.4,77.357,2.321,53.867,76.3,76.2,1.097,0.943,11.813,0.1,,,
3/20/21,P12,24,California,UCLA,11,4,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,26,17,9,65.38462,52,32.6,16.7,17.6,30.8,75.8,24.2,69.2,50.6,36.7,7.8,7.1,51.6,49.4,77.295,1.376,82.595,72.1,73.6,1.083,1.019,34.379,2.6,,,
3/20/21,SC,27,North Carolina ,UNC Greensboro,13,64,104.391,104,104.118,129,95.5017,47,95.9651,67,8.15332,100,29,21,8,72.41379,48.2,23.8,15.6,21,32.4,74.1,25.9,67.6,50.3,30,11.5,6.5,44.1,49.5,77.023,1.735,14.285,68.3,70.5,1.042,0.954,10.509,-3.4,,,
3/20/21,P12,24,California,USC,6,8,108.537,44,112.883,30,94.8746,41,90.6583,19,22.2245,14,29,22,7,75.86207,52.1,37.5,18.1,17.4,35.7,72.7,27.3,64.3,52.1,34.8,13.4,7.1,50.3,52.9,79.377,1.679,47.985,64.7,72.8,1.089,0.948,32.675,5.5,,,
3/20/21,MWC,20,Arkansas,Utah St.,11,64,104.427,102,105.729,112,89.3923,6,89.2192,8,16.51,40,27,19,8,70.37037,49.8,29.4,19.7,19.7,35.3,78.7,21.3,64.7,49.6,33.6,14.6,8.8,60.6,51.7,78.146,1.486,17.726,71.8,73.8,1.045,0.895,17.758,-1.1,,,
3/20/21,A10,1,Virginia,VCU,10,64,101.518,163,105.49,117,92.1215,15,89.5783,12,15.9115,45,26,19,7,73.07692,50.9,34,20.7,23.6,28.5,68.6,31.4,71.5,51.7,32.9,14.8,8.5,52.7,51.2,77.196,1.229,38.761,76.1,69.4,1.015,0.922,22.145,1,,,
3/20/21,BE,8,Pennsylvania,Villanova,5,16,113.621,9,118.602,9,100.98,155,95.984,68,22.6184,12,22,16,6,72.72727,52.8,30,13.5,19,27.9,75.2,24.8,72.1,52.8,35.2,4.4,8.9,57.8,48.7,77.985,1.829,73.753,76.5,68.2,1.134,1.008,30.52,3.1,,,
3/20/21,ACC,2,Virginia,Virginia,4,64,112.421,14,115.637,12,98.7173,97,92.9824,33,22.6542,11,24,18,6,75,56.1,22,15.4,15.2,23.1,77.4,22.6,76.9,55.3,38.1,13,7.7,55.1,52.7,77.712,1.879,55.537,81.7,74.1,1.123,0.989,30.502,3.5,,,
3/20/21,ACC,2,Virginia,Virginia Tech,10,64,106.985,60,110.048,55,97.7696,75,94.8276,54,15.2207,50,21,15,6,71.42857,52.5,33.2,17.3,17.6,28.4,75.7,24.3,71.6,51.7,35.7,11.8,10,56.6,46.6,76.42,1.562,28.989,69.7,69.9,1.072,0.974,23.498,0.9,,,
3/20/21,B12,7,West Virginia,West Virginia,3,32,107.886,55,116.128,11,100.446,142,95.8073,65,20.3206,27,27,18,9,66.66667,48.7,39.4,17,20.7,35.6,68.7,31.3,64.4,46.4,35.7,7.6,6.4,52.3,52,77.153,1.787,44.317,71.7,69.4,1.079,1.006,34.198,3,,,
3/20/21,Amer,4,Kansas,Wichita St.,11,68,104.413,103,109.988,56,100.617,150,98.4414,103,11.5469,74,19,14,5,73.68421,47.6,38.2,15.9,18.1,29.8,66.6,33.4,70.2,44.7,34.5,9.2,8.2,53.7,51,76.436,1.861,37.445,69.9,68.9,1.043,1.005,24.799,1.3,,,
3/20/21,BSth,10,South Carolina,Winthrop,12,64,109.293,36,105.093,120,91.6949,14,96.1535,70,8.93908,91,24,23,1,95.83333,53,35.7,19.5,22.5,35.6,77.8,22.2,64.4,53,35.3,6.7,9,53.6,43.4,76.674,1.933,6.77,68.6,66.2,1.094,0.919,5.045,1,,,
3/20/21,B10,6,Wisconsin,Wisconsin,9,32,105.076,91,112.522,32,97.043,66,89.8672,13,22.6545,10,29,17,12,58.62069,49.4,26.9,13.5,17.8,23.7,74.9,25.1,76.3,46.3,36,10.4,11,54.3,53,77.973,2.316,55.41,76.7,71.2,1.05,0.97,37.996,2.1,,,
3/20/19,Slnd,29,Texas,Abilene Christian,15,64,107.102,87,103.625,186,96.7466,43,101.539,119,2.08626,145,29,23,6,79.31034,52.4,34.5,17.4,23.4,27.7,72.2,27.8,72.3,49.8,38.3,7.5,8.2,57.6,48.9,75.895,2.044,1.775,72.3,72.3,1.068,0.967,7.994,-2.5,,,
3/20/19,P12,24,Arizona,Arizona St.,11,64,106.426,102,109.774,68,99.8027,94,98.5646,79,11.2091,61,32,22,10,68.75,50.8,43.6,18.5,18.9,32.5,73.6,26.4,67.5,50.6,34.1,9.7,9.1,51.1,54.8,77.624,1.328,71.073,67.1,70.9,1.062,0.997,21.239,0.2,,,
3/20/19,SEC,28,Alabama,Auburn,5,4,113.662,14,119.571,8,99.1996,77,96.2397,45,23.3317,13,34,25,9,73.52941,54.2,31,17.5,25.3,32.7,67.1,32.9,67.3,51.3,38.1,16,12.1,53,51.8,76.563,2.174,57.754,71.6,71.2,1.138,0.989,32.322,6.1,,,
3/20/19,B12,7,Texas,Baylor,9,32,107.248,83,113.517,28,100.481,114,98.2238,75,15.2935,41,32,19,13,59.375,50.9,32.6,19.9,18.5,38.1,71.2,28.8,61.9,50.9,34,13.9,12.2,54.3,55.3,76.915,1.457,57.749,67.4,68,1.071,1.004,32.475,0.9,,,
3/20/19,OVC,22,Tennessee,Belmont,11,64,116.393,5,114.834,20,99.6691,89,101.76,127,13.0739,54,30,25,5,83.33333,57.8,28.1,15.4,16.3,25.6,75.7,24.3,74.4,59.5,37.1,9.1,10.3,61.9,44.5,77.45,1.44,6.407,73.6,69.8,1.16,0.997,14.18,1.4,,,
3/20/19,MVC,19,Illinois,Bradley,15,64,100.293,246,100.892,246,98.6984,66,101.25,117,-0.35828,165,33,19,14,57.57576,49.7,36.3,18.9,18.6,27.1,73.3,26.7,72.9,46.7,36.8,11.5,7.2,52.2,53.6,76.734,1.997,3.589,69.2,71.9,1.004,0.986,11.714,-7.6,,,
3/20/19,MAC,17,New York,Buffalo,6,32,112.955,17,114.89,19,94.4045,13,94.5531,29,20.337,22,33,30,3,90.90909,53.4,32.2,15.6,20.4,31.6,73.3,26.7,68.4,55.8,33.6,10.5,8.5,55,40.1,76.493,2.316,7.39,68.8,69.6,1.13,0.946,17.002,5.7,,,
3/20/19,Amer,4,Ohio,Cincinnati,7,64,109.572,46,111.566,46,95.5241,27,94.515,28,17.0509,32,34,28,6,82.35294,49,38.1,16.1,20.9,37.6,70.6,29.4,62.4,47.3,35,14.7,9.6,54.1,50.6,76.833,1.891,51.633,70.4,66.4,1.098,0.953,24.662,5.9,,,
3/20/19,Pat,25,New York,Colgate,15,64,110.64,37,110.038,63,102.764,167,105.751,202,4.2867,129,33,23,10,69.69697,55.9,28.9,19.3,18,30.3,73.1,26.9,69.7,53.9,39.1,9.9,9.5,57.9,52.1,77.685,1.573,10.836,74.3,71,1.107,1.027,11.298,-4.1,,,
3/20/19,ACC,2,North Carolina ,Duke,1,8,113.184,15,120.084,6,91.745,8,88.0911,6,31.9925,3,34,29,5,85.29412,53.4,34.6,17.7,19.8,36.1,70.3,29.7,63.9,58.3,30.2,16.4,8,52.2,48.7,78.656,0.687,88.931,69,69.1,1.129,0.913,37.373,11.2,,,
3/20/19,NEC,21,New Jersey,Fairleigh Dickinson,16,64,108.37,65,106.184,137,104.709,214,110.432,295,-4.2487,208,31,18,13,58.06452,54.5,35.5,19.4,20.4,29.4,66.9,33.1,70.6,51.2,40.4,10.2,9.2,53.2,51.5,75.792,1.741,0.2,74.3,70.3,1.083,1.051,7.488,-9.2,,,
3/20/19,SEC,28,Florida,Florida,10,32,104.227,148,110.219,60,97.2175,48,91.895,14,18.3239,28,34,19,15,55.88235,49.9,30.4,18,22.6,31.1,68.3,31.7,68.9,49.8,33.5,11.3,8.9,51.1,48.8,77.265,1.39,79.849,71.8,69,1.042,0.971,34.588,0.6,,,
3/20/19,ACC,2,Florida,Florida St.,4,16,106.629,95,112.987,31,95.7851,33,90.4293,9,22.5574,14,34,27,7,79.41176,50.7,36.3,19.2,20.3,33.1,73.1,26.9,66.9,51,33.6,12.5,8.3,49.8,44.2,78.662,1.929,59.895,74.1,72.5,1.067,0.956,32.314,7.7,,,
3/20/19,BSth,10,North Carolina ,Gardner Webb,16,64,108.532,62,107.475,111,105.231,231,108.218,253,-0.74352,167,31,20,11,64.51613,54.8,39.2,16.8,18.1,22.6,69,31,77.4,53.8,37.7,7.4,8.8,51.8,54.3,75.143,1.73,0.2,71.6,72.5,1.083,1.049,13.189,-4.9,,,
3/20/19,SB,26,Georgia,Georgia St.,14,64,106.563,97,107.886,107,102.734,166,102.289,137,5.59737,111,32,23,9,71.875,54.4,35.7,16.6,21.1,23.3,66.4,33.6,76.7,51.8,38.4,14.4,9.8,46,58.5,76.564,2.184,41.152,65.6,69.8,1.066,1.028,15.85,-1.1,,,
3/20/19,WCC,33,Washington,Gonzaga,1,8,123.829,1,125.125,1,90.7597,5,92.336,16,32.7887,2,33,30,3,90.90909,59.6,36,14.5,18.9,30.6,72.9,27.1,69.4,62.3,36.5,13.3,4.9,55.9,41.1,78.212,1.839,55.473,76.7,69.5,1.241,0.909,21.704,7.1,,,
3/20/19,Amer,4,Texas,Houston,3,16,112.096,25,114.118,24,91.1078,6,91.6934,13,22.4249,15,34,31,3,91.17647,52.1,31.9,16.8,18.2,34.7,73.8,26.2,65.3,50.8,35.9,13.8,6.7,55.8,50.1,76.192,1.802,36.791,70.2,69.2,1.12,0.907,21.749,7.9,,,
3/20/19,MAAC,16,New York,Iona,16,64,107.93,73,106.514,132,105.576,241,109.593,275,-3.07828,197,32,17,15,53.125,53,37.1,17.3,18.6,25.7,69.9,30.1,74.3,53.3,35.1,8,11.4,50.4,55.8,76.777,2.012,7.379,74.1,68.3,1.077,1.06,9.366,-10.2,,,
3/20/19,B10,6,Iowa,Iowa,10,32,110.452,38,117.163,15,104.226,195,101.207,115,15.9555,36,33,22,11,66.66667,52.6,42.3,17.2,18.5,29.9,71,29,70.1,51.5,36.1,9.3,7.8,60.1,59,78.354,1.504,55.647,74,68.4,1.106,1.04,31.994,3.2,,,
3/20/19,B12,7,Iowa,Iowa St.,6,64,112.927,18,118.992,9,99.678,90,97.1452,59,21.8472,16,34,23,11,67.64706,54.9,30.3,16.2,18.8,28.5,70,30,71.5,55,36.5,12.8,7.5,54.5,49.9,77.656,1.485,56.016,73.2,71.5,1.127,0.994,33.257,4.3,,,
3/20/19,B12,7,Kansas,Kansas,4,32,105.568,119,112.746,34,98.4952,64,92.0406,15,20.7051,20,34,25,9,73.52941,52.3,32.9,18.7,18.5,29.7,71.7,28.3,70.3,52.2,35,11,9,48.8,52.8,77.524,1.073,89.423,69.7,68.1,1.055,0.981,38.465,8.3,,,
3/20/19,B12,7,Kansas,Kansas St.,4,64,101.553,213,107.96,102,91.5612,7,87.7377,4,20.2225,23,33,25,8,75.75758,49.5,30.7,17.4,22.9,28.1,74.4,25.6,71.9,49,33.6,7.8,8.4,57.9,54.8,76.626,2.149,48.118,66.4,66.6,1.013,0.912,32.441,6.6,,,
3/20/19,SEC,28,Kentucky,Kentucky,2,8,112.784,19,118.223,13,95.68,30,90.8094,12,27.4133,7,33,27,6,81.81818,53.3,42.5,18.5,18.4,36.6,74.2,25.8,63.4,52.7,36.4,14.2,7.7,52.1,48.2,78.06,0.592,95.376,74,70.6,1.126,0.96,33.711,8.8,,,
3/20/19,BSth,10,Virginia,Liberty,12,32,111.547,29,110.565,56,95.7813,32,99.7435,96,10.8215,63,31,25,6,80.64516,56.1,26,17.2,20.8,25.7,73.5,26.5,74.3,56.9,36.6,7.5,8.8,53.5,46,75.616,1.845,0.345,77.9,66.7,1.111,0.958,11.295,-0.4,,,
3/20/19,ACC,2,Kentucky,Louisville,7,64,107.243,84,113.376,29,97.6744,52,92.4055,17,20.9708,17,33,20,13,60.60606,50.9,35.1,17.8,16.3,29.2,74.2,25.8,70.8,50.6,34.2,7.8,10.6,53.4,48.4,76.75,1.928,53.581,77.5,69.7,1.071,0.974,35.477,2.3,,,
3/20/19,SEC,28,Louisiana,LSU,3,16,112.474,21,118.485,10,100.645,118,97.5196,62,20.9656,18,32,26,6,81.25,51.7,37.7,18.2,20.7,37.3,69.6,30.4,62.7,53.4,32.3,12,7.2,46.1,43.6,77.191,1.102,66.287,75.4,68.8,1.123,1.008,30.387,7.3,,,
3/20/19,BE,8,Wisconsin,Marquette,5,64,108.714,61,114.15,23,96.7389,42,95.7294,35,18.4207,27,33,24,9,72.72727,54.1,35.9,19.5,16.6,29.1,73.8,26.2,70.9,50.5,39.3,11.1,8.8,51.8,50.1,77.863,1.536,71.641,75.9,68.2,1.088,0.967,24.34,2.8,,,
3/20/19,B10,6,Maryland,Maryland,6,32,107.334,78,113.82,27,98.4651,63,93.8429,22,19.9776,24,32,22,10,68.75,51.9,32.9,19.8,14.3,33.9,75.3,24.7,66.1,51.3,35.3,13.4,9.8,52.4,52.2,77.8,0.692,78.823,74.8,71.9,1.076,0.981,33.402,4.2,,,
3/20/19,B10,6,Michigan,Michigan,2,16,107.986,72,115.516,18,89.8084,3,86.081,2,29.4352,5,34,28,6,82.35294,52.1,27,13.5,18.3,24.5,74.5,25.5,75.5,51.8,35,10.6,9.8,54.2,45.3,77.708,1.42,80.432,69.8,65.6,1.078,0.897,32.909,9.2,,,
3/20/19,B10,6,Michigan,Michigan St.,2,4,114.269,9,121.729,4,95.0157,22,90.3679,8,31.3607,4,34,28,6,82.35294,55.8,35,18.7,14.9,34.1,73.2,26.8,65.9,54.8,38.4,14.1,8.3,68.2,53.1,77.545,1.768,70.057,75,67.9,1.144,0.951,37.031,10.6,,,
3/20/19,B10,6,Minnesota,Minnesota,10,32,103.298,166,110.671,54,101.467,138,96.2136,44,14.4575,47,34,21,13,61.76471,48.3,42,17.6,16.6,31.9,71.9,28.1,68.1,48.4,32.1,10.3,11.2,60.2,50.2,78.493,1.7,71.523,67.9,68.6,1.038,1.014,34.824,2.7,,,
3/20/19,SEC,28,Mississippi,Mississippi,8,64,108.408,64,112.779,33,101.248,132,97.6963,65,15.0831,44,32,20,12,62.5,53,31.7,18.2,21,30.4,70.5,29.5,69.6,52.6,35.8,9.8,9.9,54.2,55.6,76.901,1.67,48.937,78.3,70,1.085,1.013,28.95,1,,,
